id,glyph_modern,glyph_trad,pinyin,pinyin_tone,radical,pictograph_type,geometry,semantics,evolution,svg_jiaguwen,svg_modern,svg_url,thumbnail_url,meaning_zh,meaning_en,mnemonic_zh,mnemonic_en,embedding,inscription_count,verified,source,created_at,updated_at,meaning_it,strokes,difficulty,set_id,status,mnemonic_image_url,mnemonic_svg,mnemonic_story_en,mnemonic_story_zh,mnemonic_story_it,etymology,mnemonic_it,stroke_count,example_word_zh,example_word_en,illustration_url,glyph_oracle,tags,source_id,image_url,visual_description,hsk_level,renjiao_grade,renjiao_lesson,renjiao_type,ai_filled_at,human_edited_at,ai_confidence,needs_review,first_source_label
8ae7b61b-8e00-4716-9d27-538903065bed,丁,null,dīng,null,一,pictogram,{},{},{},null,null,null,null,天干第四位，也指成年男子或立方体。,"The fourth position in the traditional Chinese decimal system, also meaning 'adult male' or 'cube'.",像钉子一样笔直向下，简单直接地表示数字。,A nail (丁) hammered straight down - simple and direct like the number it represents.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:25:26.800871+00,2026-04-08 23:25:26.800871+00,"La quarta posizione nel sistema decimale tradizionale cinese, significa anche 'maschio adulto' o 'cubo'.",null,1,numbers,draft,null,null,null,null,null,"In oracle bone script, 丁 appeared as a straight vertical line with a horizontal top, resembling a nail or peg. It was used as the fourth stem in the decimal counting system and represented stability and firmness.",Come un chiodo (丁) piantato dritto - semplice e diretto come il numero che rappresenta.,2,丁数,the fourth number,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
701617ed-c8e6-4f0a-af1c-625414330f1e,己,null,jǐ,null,己,pictogram,{},{},{},null,null,null,null,天干第六位，也指自己、本身。,"The sixth position in the traditional Chinese decimal system, also meaning 'self' or 'oneself'.",弯曲的形状像人弯腰看自己，在序列中排第六。,The curved shape looks like a person bending to look at themselves - the sixth in sequence.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:25:27.012447+00,2026-04-08 23:25:27.012447+00,"La sesta posizione nel sistema decimale tradizionale cinese, significa anche 'se stesso'.",null,2,numbers,draft,null,null,null,null,null,The oracle bone form of 己 depicted a curved line resembling a person in profile or a coiled rope. It served as the sixth heavenly stem in the traditional counting system and developed the meaning of 'self' from its use in personal reference.,La forma curva sembra una persona che si piega per guardarsi - il sesto nella sequenza.,3,己方,one's own side,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
aff8feae-dcb9-4145-ab13-5f929c53dae9,甲,null,jiǎ,null,甲,pictogram,{},{},{},null,null,null,null,天干第一位，也指甲壳或盔甲。,"The first position in the traditional Chinese decimal system, also meaning 'shell' or 'armor'.",战士的盔甲，在保护中排第一，在计数序列中也排第一。,"A warrior's armor (甲) - first in protection, first in the counting sequence.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:25:27.182263+00,2026-04-08 23:25:27.182263+00,"La prima posizione nel sistema decimale tradizionale cinese, significa anche 'guscio' o 'armatura'.",null,2,numbers,draft,null,null,null,null,null,"In oracle bone inscriptions, 甲 resembled a turtle shell or piece of armor with a protective covering. As the first heavenly stem, it represented the beginning of cycles and was associated with wood element in traditional Chinese cosmology.","L'armatura di un guerriero (甲) - prima nella protezione, prima nella sequenza numerica.",5,甲级,first class,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
f06600fc-3570-48e5-b915-a73881a7b8b3,乙,null,yǐ,null,乙,pictogram,{},{},{},null,null,null,null,天干第二位，代表木元素。,"The second position in the traditional Chinese decimal system, representing the wood element.",一笔弯曲的笔画像幼苗的嫩芽，在自然顺序中排第二。,A single curved stroke like a young plant shoot - second in the natural order.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:25:27.382409+00,2026-04-08 23:25:27.382409+00,"La seconda posizione nel sistema decimale tradizionale cinese, rappresenta l'elemento legno.",null,2,numbers,draft,null,null,null,null,null,"The oracle bone character 乙 appeared as a curved line resembling a sprouting plant or a winding path. As the second heavenly stem in the decimal system, it symbolized growth and flexibility, embodying the wood element's characteristics of bending without breaking.",Un singolo tratto curvo come un germoglio giovane - secondo nell'ordine naturale.,1,乙类,type B,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
d2a8bf1d-d849-4e5d-9b46-528db8ae3382,庚,null,gēng,null,广,pictogram,{},{},{},null,null,null,null,天干第七位，代表金元素和更新。,"The seventh position in the traditional Chinese decimal system, representing the metal element and renewal.",在庇护下，变化发生，第七位天干带来转换。,"Under the shelter (广), change (更) occurs - the seventh stem brings transformation.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:25:27.542884+00,2026-04-08 23:25:27.542884+00,"La settima posizione nel sistema decimale tradizionale cinese, rappresenta l'elemento metallo e il rinnovamento.",null,3,numbers,draft,null,null,null,null,null,"Oracle bone script showed 庚 as a combination suggesting a pestle or grinding tool under a shelter, symbolizing transformation and refinement. As the seventh heavenly stem associated with metal element, it represented the process of change and the hardness that comes through refinement.","Sotto il riparo (广), avviene il cambiamento (更) - il settimo stelo porta trasformazione.",8,庚年,geng year,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
3f2384f9-12c4-4fa8-8da7-fd0f1963ced8,木,null,mù,null,木,pictogram,{},{},{},null,null,null,null,木头或树木，代表所有木本植物和木材。,"Wood or tree, representing all woody plants and timber.",一棵树，下有根，中有干，上有枝叶伸展。,"A tree with roots below, trunk in middle, and branches spreading above.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:26:36.225683+00,2026-04-08 23:26:36.225683+00,"Legno o albero, rappresenta tutte le piante legnose e il legname.",null,1,nature,draft,null,null,null,null,null,The oracle bone form clearly depicts a tree with roots extending downward and branches reaching upward. This pictograph became the fundamental radical for all tree and wood-related characters.,"Un albero con radici sotto, tronco al centro e rami che si espandono sopra.",4,树木,trees,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
aa4d7447-3d30-4117-9af8-3e7ba25d118e,月,null,yuè,null,月,pictogram,{},{},{},null,null,null,null,月亮，也用作表示肉体或身体部位的偏旁。,"Moon, also used as a radical meaning flesh or body parts.",弯弯的月牙形状，两条横线显示月相变化。,A crescent moon shape with two horizontal lines showing its phases.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:26:36.398619+00,2026-04-08 23:26:36.398619+00,"Luna, usata anche come radicale per indicare carne o parti del corpo.",null,1,nature,draft,null,null,null,null,null,"The oracle bone script shows a clear crescent moon shape, sometimes with dots representing craters or shadows. Over time it evolved into the current rectangular form while maintaining its lunar meaning.",Forma di luna crescente con due linee orizzontali che mostrano le fasi lunari.,4,月亮,moon,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
85ee145d-665c-4087-ac36-d83621074d12,石,null,shí,null,石,pictogram,{},{},{},null,null,null,null,石头或岩石，代表坚硬的矿物质。,"Stone or rock, representing hard mineral substances.",悬崖峭壁上有石头滚落下来的样子。,A cliff face with a falling rock or stone breaking away.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:26:36.57191+00,2026-04-08 23:26:36.57191+00,"Pietra o roccia, rappresenta sostanze minerali dure.",null,2,nature,draft,null,null,null,null,null,The oracle bone form depicts a cliff or rock face with a stone or boulder at its base. This pictograph represents the hardness and permanence of stone in nature.,Una parete rocciosa con una pietra che cade o si stacca.,5,石头,stone,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
2fe055af-f344-41ae-a8ae-b98bbbee2f77,草,null,cǎo,null,艹,pictogram,{},{},{},null,null,null,null,草或从地面生长的草本植物。,Grass or herbaceous plants growing from the ground.,上面是草字头，下面是幼苗从土里钻出来。,The grass radical on top with early sprouts emerging from soil below.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:26:36.754045+00,2026-04-08 23:26:36.754045+00,Erba o piante erbacee che crescono dal suolo.,null,2,nature,draft,null,null,null,null,null,The oracle bone script shows multiple grass blades growing upward from the earth. The character combines the grass radical with elements suggesting early growth and sprouting.,Il radicale dell'erba sopra con giovani germogli che emergono dal terreno sotto.,9,青草,green grass,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
e3cd5c0e-bfd3-4f26-9711-21216152e08a,森,null,sēn,null,木,pictogram,{},{},{},null,null,null,null,茂密的森林，许多树木紧密生长在一起。,Dense forest with many trees growing closely together.,三棵树紧密排列，形成茂密阴暗的森林。,"Three trees crowded together creating a dense, dark forest.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:26:36.912181+00,2026-04-08 23:26:36.912181+00,Foresta densa con molti alberi che crescono fittamente insieme.,null,3,nature,draft,null,null,null,null,null,This character compounds three 木 (tree) characters to represent multiplicity and density. The oracle bone origins show how ancient Chinese used repetition to indicate abundance in nature.,Tre alberi affollati insieme che creano una foresta densa e scura.,12,森林,forest,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
45b0432e-62c6-4ca5-bedf-23edfaf97cf7,年,null,nián,null,干,pictogram,{},{},{},null,null,null,null,年，指地球绕太阳一周的时间单位。,"Year, a period of time marking the completion of Earth's orbit around the sun.",一个人背着谷物的形象，收获时节标志着一年的结束。,A person carrying grain on their back - harvest time marks the year's end.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 09:49:58.870888+00,2026-04-09 09:49:58.870888+00,"Anno, un periodo di tempo che segna il completamento dell'orbita terrestre intorno al sole.",null,1,time,draft,null,null,null,null,null,"Oracle bone form shows a person carrying grain, representing the agricultural cycle that defined the year. The character evolved to represent the concept of annual time periods.",Una persona che porta il grano sulla schiena - il tempo del raccolto segna la fine dell'anno.,6,今年,this year,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
15d1c3f0-f5ce-4317-a62d-53c68e456f18,夕,null,xī,null,夕,pictogram,{},{},{},null,null,null,null,夕阳，指太阳下山、天色渐暗的时候。,"Evening, the time of day when the sun sets and darkness approaches.",月牙形状，象征白天渐渐消失，夜晚来临。,A crescent moon shape appearing as daylight fades into evening.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 09:49:59.084326+00,2026-04-09 09:49:59.084326+00,"Sera, il momento del giorno in cui il sole tramonta e si avvicina l'oscurità.",null,1,time,draft,null,null,null,null,null,"The oracle bone form depicts a crescent or partial moon, symbolizing the evening time when the moon becomes visible. This pictograph directly represents the transition from day to night.",Una forma di mezzaluna che appare mentre la luce del giorno svanisce nella sera.,3,夕阳,sunset,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
75b51479-f4b4-4c63-ba35-1da0d4125639,今,null,jīn,null,人,pictogram,{},{},{},null,null,null,null,现在，指当前的时间或此刻。,"Now, the present time or current moment.",一个人头上戴着帽子，表示此时此刻在场的人。,A person with a cap on top - representing someone present right now.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 09:49:59.379142+00,2026-04-09 09:49:59.379142+00,"Ora, il tempo presente o il momento attuale.",null,2,time,draft,null,null,null,null,null,"Oracle bone script shows a person with something covering or above them, indicating presence in the current moment. The covering element emphasizes the immediacy of 'now'.",Una persona con un berretto in testa - rappresenta qualcuno presente proprio ora.,4,今天,today,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
fa66e3c2-dc41-4388-a79f-8e17f74c7f8c,早,null,zǎo,null,日,pictogram,{},{},{},null,null,null,null,早晨，指一天的开始时间或清晨时分。,"Early, morning, or the beginning part of the day.",太阳升起照耀草地，清晨时分草上还有露水。,The sun rising above grass - early morning when dew covers the plants.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 09:49:59.670457+00,2026-04-09 09:49:59.670457+00,"Presto, mattina, o la parte iniziale del giorno.",null,2,time,draft,null,null,null,null,null,"Oracle bone form combines sun and grass elements, depicting the early morning scene when the sun rises over vegetation. This compound character illustrates the natural markers of early time.",Il sole che sorge sopra l'erba - la mattina presto quando la rugiada copre le piante.,6,早上,morning,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
afc7a057-cfb6-4c40-9440-399e6d8f189a,春,null,chūn,null,日,pictogram,{},{},{},null,null,null,null,春天，万物复苏、植物开始生长的温暖季节。,"Spring, the season of renewal when plants begin to grow and weather warms.",阳光照耀着正在发芽的草木，下面有根系，象征春天万物复苏。,Sun shining on sprouting grass with roots below - nature awakening in spring.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 09:49:59.830856+00,2026-04-09 09:49:59.830856+00,"Primavera, la stagione del rinnovamento quando le piante iniziano a crescere e il clima si scalda.",null,3,time,draft,null,null,null,null,null,"Oracle bone script shows the sun above sprouting vegetation, capturing the essence of spring's renewal. The character combines natural elements to represent this crucial seasonal time period.",Il sole che splende sull'erba che germoglia con le radici sotto - la natura che si risveglia in primavera.,9,春节,Spring Festival,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
2ef66ffe-606d-4b77-b119-11951d4d1b4b,大,null,dà,null,大,pictogram,{},{},{},null,null,null,null,大小的大，表示体积、面积、数量等方面超过一般。,Big or large in size or importance.,一个人张开手脚显示自己很大的样子。,A person stretching arms and legs wide to show how BIG they are.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 15:52:47.179806+00,2026-04-09 15:52:47.179806+00,Grande o ampio in dimensione o importanza.,null,1,objects,draft,null,null,null,null,null,The oracle bone form shows a human figure with arms and legs spread wide. This pictograph directly represents the concept of largeness through the image of a person making themselves appear as big as possible.,Una persona che allarga braccia e gambe per mostrare quanto è GRANDE.,3,大人,adult,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
5e17267a-fa18-4da6-899f-b6a9578ca21d,女,null,nǚ,null,女,pictogram,{},{},{},null,null,null,null,女性，成年的女子。,Woman or female person.,一个优雅跪坐的女性形象。,A graceful figure kneeling in traditional feminine posture.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 15:52:47.416671+00,2026-04-09 15:52:47.416671+00,Donna o persona di sesso femminile.,null,1,people,draft,null,null,null,null,null,The oracle bone script depicts a kneeling female figure with crossed hands. This pictograph captures the traditional posture associated with women in ancient Chinese society.,Una figura elegante inginocchiata in postura femminile tradizionale.,3,女子,woman,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
f61e112d-e60e-424b-8a18-c8af027d0377,鱼,null,yú,null,鱼,pictogram,{},{},{},null,null,null,null,生活在水中的脊椎动物。,Fish that lives in water.,一条有着大头、身体、鱼鳍和特别尾巴的游鱼。,"A fish with a big head, body, fins, and distinctive tail swimming.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 15:52:47.627761+00,2026-04-09 15:52:47.627761+00,Pesce che vive nell'acqua.,null,2,animals,draft,null,null,null,null,null,"The oracle bone form clearly shows a fish with head, body, scales, and tail fin. This pictograph captures all the essential visual elements that identify a fish swimming in water.","Un pesce con una grande testa, corpo, pinne e coda distintiva che nuota.",8,鱼类,fish species,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
117042a6-8d2c-4b1f-83e1-a25cb3a20c04,车,null,chē,null,车,pictogram,{},{},{},null,null,null,null,用于运输的车辆或马车。,Vehicle or cart used for transportation.,从上面看到的车子，显示车轴和两个轮子。,A cart viewed from above showing the axle and two wheels.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 15:52:47.832013+00,2026-04-09 15:52:47.832013+00,Veicolo o carro usato per il trasporto.,null,2,objects,draft,null,null,null,null,null,The oracle bone script shows a bird's-eye view of a wheeled vehicle with an axle connecting two wheels. This aerial perspective clearly depicts the essential structure of ancient Chinese carts and chariots.,Un carro visto dall'alto che mostra l'asse e le due ruote.,4,车轮,wheel,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
61cca6c4-8565-4cae-a8ff-a3b6252f26bf,龙,null,lóng,null,龙,pictogram,{},{},{},null,null,null,null,中国神话传说中的神异动物，能兴云降雨。,"Dragon, a legendary creature in Chinese mythology.",一条蛇形的神兽，有着流动的身体、特别的头部和神奇的力量。,"A serpentine creature with flowing body, distinctive head, and magical powers.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-09 15:52:48.038741+00,2026-04-09 15:52:48.038741+00,"Drago, una creatura leggendaria nella mitologia cinese.",null,3,animals,draft,null,null,null,null,null,The oracle bone form depicts a large serpentine creature with an elaborate head featuring horns or crests. This mythical being represents the ancient Chinese conception of a powerful dragon that could control weather and water.,"Una creatura serpentina con corpo fluente, testa distintiva e poteri magici.",5,龙王,dragon king,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
848401a4-fc99-4b8e-92a6-281d99cada7d,四,null,sì,null,囗,ideogram,{},{},{},null,null,null,null,数字四，表示数量为四的概念。,"The number four, representing the quantity or concept of four.",像张开的嘴巴，里面有四个分割。,"Four corners trapped inside a square frame, like four people locked in a room.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-08 23:24:11.108043+00,2026-04-08 23:24:11.108043+00,"Il numero quattro, che rappresenta la quantità o il concetto di quattro.",null,1,numbers,draft,null,null,null,null,null,The oracle bone form showed four strokes or divisions within an enclosure. The character evolved to represent the abstract concept of fourness through geometric division.,Come una bocca aperta con quattro divisioni all'interno.,5,四季,four seasons,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
d403d407-5dfe-4e41-b999-7fbac9bbedf7,红,null,hong2,null,null,ideogram,{},{},{},null,null,null,null,红色，赤色。象征热情、喜庆或革命。,"The color red. Symbolizes passion, celebration, or revolution.",null,Silk thread worker dyes it red,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-14 20:20:21.488007+00,2026-04-14 20:20:21.488007+00,"Il colore rosso. Simboleggia passione, celebrazione o rivoluzione.",null,1,numbers,draft,null,null,null,null,null,null,null,6,null,null,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
da951a82-be99-4da0-8468-bfb03a2c3a22,刀,null,dāo,null,刀,pictogram,{},{},{},null,null,null,null,用来切割东西的刀具。,A knife or blade used for cutting.,甲骨文像弯曲的刀刃带着手柄，想象武士的剑。,The oracle bone looks like a curved blade with a handle - imagine a warrior's sword.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:35:42.135007+00,2026-04-18 09:35:42.135007+00,Un coltello o lama usata per tagliare.,null,1,objects,draft,null,null,null,null,null,The oracle bone form clearly depicts a knife with a curved blade and handle. The pictograph directly represents the physical shape of this essential tool.,L'osso oracolare sembra una lama curva con manico - immagina la spada di un guerriero.,2,小刀,small knife,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
c656ec60-7e55-411c-970e-0495c450ee59,牛,null,niú,null,牛,pictogram,{},{},{},null,null,null,null,一种大型家畜，即牛。,"An ox or cow, a large domesticated bovine animal.",甲骨文显示牛头，两只角向上突出。,The oracle bone shows a cow's head with prominent horns pointing upward.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:35:42.369998+00,2026-04-18 09:35:42.369998+00,"Un bue o mucca, un grande animale bovino domestico.",null,1,animals,draft,null,null,null,null,null,The oracle bone character depicts the frontal view of an ox's head with two prominent horns. This pictograph captures the most distinctive feature of cattle - their horns.,L'osso oracolare mostra una testa di mucca con corna prominenti rivolte verso l'alto.,4,牛奶,milk,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
5dd06abd-7821-4c8a-8946-d6fd6a7b8d18,足,null,zú,null,足,pictogram,{},{},{},null,null,null,null,人或动物的脚，用来行走的下肢。,"Foot or leg, the lower limb used for walking.",甲骨文显示从膝盖到脚的完整腿部，像走路的侧面图。,"The oracle bone shows a complete leg from knee to foot, like a side view of someone walking.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:35:42.523728+00,2026-04-18 09:35:42.523728+00,"Piede o gamba, l'arto inferiore usato per camminare.",null,2,body,draft,null,null,null,null,null,"The oracle bone form depicts a human leg and foot in profile, showing the knee joint and foot clearly. This pictograph emphasizes the foot's function in locomotion.","L'osso oracolare mostra una gamba completa dal ginocchio al piede, come una vista laterale di qualcuno che cammina.",7,足够,sufficient,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
cdc93f14-8264-4a9c-9d46-57ba73b179f1,来,null,lái,null,木,pictogram,{},{},{},null,null,null,null,从别处到这里，表示到达。,To come or arrive from another place.,甲骨文像麦穗摇摆，有人穿过田野走来。,The oracle bone looks like wheat stalks swaying as someone approaches through a field.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:35:42.670308+00,2026-04-18 09:35:42.670308+00,Venire o arrivare da un altro posto.,null,2,actions,draft,null,null,null,null,null,"The oracle bone character originally depicted wheat or grain plants, symbolizing the harvest coming in. The concept of 'coming' derived from the idea of crops arriving at maturity.",L'osso oracolare sembra spighe di grano che ondeggiano mentre qualcuno si avvicina attraverso un campo.,7,来到,to arrive,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
b8ed4a85-f94b-4e52-b685-d98609502057,豕,null,shǐ,null,豕,pictogram,{},{},{},null,null,null,null,猪，古代汉语中指猪类动物。,"A pig or swine, especially in ancient Chinese contexts.",甲骨文显示猪的身体，弯曲的背部，短腿，鼻子向下觅食。,"The oracle bone shows a pig's body with distinctive curved back, short legs, and snout pointing down to root for food.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:35:42.824293+00,2026-04-18 09:35:42.824293+00,"Un maiale o suino, specialmente nei contesti cinesi antichi.",null,3,animals,draft,null,null,null,null,null,"The oracle bone form is a detailed pictograph showing a pig in profile with its characteristic curved spine, short legs, and downward-pointing snout. This character served as an important radical in many compound characters related to domestic animals.","L'osso oracolare mostra il corpo di un maiale con schiena curva distintiva, zampe corte e muso rivolto verso il basso per cercare cibo.",7,豕突,rash advance,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
a3ff9c29-cb23-4b61-b33c-4bb098f18bbb,羊,null,yáng,null,羊,pictogram,{},{},{},null,null,null,null,一种家畜，用于提供羊毛、肉类和奶制品。,"A domesticated animal raised for wool, meat, and milk.",甲骨文像羊头，上面有弯曲的羊角。,The oracle bone shows a sheep's head with curved horns on top.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:45:58.78972+00,2026-04-18 09:45:58.78972+00,"Un animale domestico allevato per lana, carne e latte.",null,1,animals,draft,null,null,null,null,null,"The oracle bone character depicts a sheep's head viewed from the front, with prominent curved horns at the top. The vertical line represents the face, while the horizontal strokes show the distinctive horn shape.",L'osso oracolare mostra una testa di pecora con corna curve in alto.,6,山羊,goat,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
ccdfdef3-5bff-4670-bdd9-f66c696ce332,犬,null,quǎn,null,犬,pictogram,{},{},{},null,null,null,null,狗，特别指大型犬或正式场合用词。,"A dog, especially referring to larger breeds or in formal contexts.",甲骨文像侧面的狗，有弯曲的尾巴和警觉的姿态。,The oracle bone shows a dog in profile with a curved tail and alert posture.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:45:59.090174+00,2026-04-18 09:45:59.090174+00,"Un cane, specialmente riferito a razze di taglia grande o in contesti formali.",null,1,animals,draft,null,null,null,null,null,"The oracle bone character depicts a dog in side view, showing its characteristic curved tail and alert stance. The dot often represents the eye, emphasizing the dog's watchful nature.",L'osso oracolare mostra un cane di profilo con coda curva e postura vigile.,4,猎犬,hunting dog,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
28d4743f-f95b-45c7-b4f8-08652825b6bf,门,null,mén,null,门,pictogram,{},{},{},null,null,null,null,门户，供人通过墙壁或屏障的开口。,A door or gate that allows passage through a wall or barrier.,甲骨文像两扇可以开合的门板。,The oracle bone shows two door panels that swing open and closed.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:45:59.240798+00,2026-04-18 09:45:59.240798+00,Una porta o cancello che permette il passaggio attraverso un muro o barriera.,null,2,objects,draft,null,null,null,null,null,The oracle bone character depicts a double-leafed door or gate with two panels. The symmetrical design shows how ancient doors were typically made with two halves that could swing open.,L'osso oracolare mostra due pannelli di porta che si aprono e chiudono.,3,大门,main gate,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
eae60f23-6941-4a98-817d-7b9fdff6ae6a,舟,null,zhōu,null,舟,pictogram,{},{},{},null,null,null,null,船只，用于在江河湖泊上运输的小型水上交通工具。,A boat or small watercraft used for transportation on rivers and lakes.,甲骨文像从上往下看的船身，两端尖尖的。,The oracle bone shows a boat's hull viewed from above with pointed ends.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:45:59.388095+00,2026-04-18 09:45:59.388095+00,Una barca o piccola imbarcazione usata per il trasporto su fiumi e laghi.,null,2,objects,draft,null,null,null,null,null,"The oracle bone character represents a boat viewed from above, showing the elongated hull with pointed bow and stern. The central line often represents the interior space or keel of the vessel.",L'osso oracolare mostra lo scafo di una barca visto dall'alto con estremità appuntite.,6,龙舟,dragon boat,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
aedf080f-e07f-45c1-b167-1c2641799157,鼎,null,dǐng,null,鼎,pictogram,{},{},{},null,null,null,null,古代青铜三足器皿，用于烹饪和祭祀仪式。,An ancient bronze tripod vessel used for cooking and ritual ceremonies.,甲骨文像有三条腿、把手和盖子的祭祀大鼎。,"The oracle bone shows a ritual cauldron with three legs, handles, and a lid.",null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:45:59.557127+00,2026-04-18 09:45:59.557127+00,Un antico vaso di bronzo a tre piedi usato per cucinare e cerimonie rituali.,null,3,objects,draft,null,null,null,null,null,"The oracle bone character depicts a bronze tripod cauldron with three legs for stability over fire, two handles for lifting, and often a lid. These vessels were essential for both cooking and religious ceremonies in ancient China.","L'osso oracolare mostra un calderone rituale con tre gambe, manici e coperchio.",12,问鼎,compete for supremacy,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
32479a92-a6d8-4e0c-890b-f9abb7841efc,米,null,mǐ,null,米,pictogram,{},{},{},null,null,null,null,大米或谷物，主要的粮食作物。,"Rice or grain, a staple food crop.",六个散落的点像从袋子里洒出的米粒。,Six scattered dots like rice grains spilling from a bag.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:52:59.101443+00,2026-04-18 09:52:59.101443+00,"Riso o cereali, un raccolto alimentare principale.",null,1,nature,draft,null,null,null,null,null,The oracle bone form shows scattered grains or seeds arranged in a cross pattern. This pictograph directly represents the appearance of rice or millet grains.,Sei punti sparsi come chicchi di riso che cadono da un sacco.,6,大米,rice,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
50e46ec1-2bc5-4c10-a338-18c67ac0a079,耳,null,ěr,null,耳,pictogram,{},{},{},null,null,null,null,耳朵，听觉器官。,"Ear, the organ of hearing.",弯曲的线条勾勒出人耳的轮廓。,The curved lines trace the outline of a human ear.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:52:59.351415+00,2026-04-18 09:52:59.351415+00,"Orecchio, l'organo dell'udito.",null,1,body,draft,null,null,null,null,null,The oracle bone character clearly depicts the shape of a human ear in profile. The curved outer line represents the ear's outer rim while inner strokes show the ear canal.,Le linee curve tracciano il contorno di un orecchio umano.,6,耳朵,ear,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
3d002459-38c1-417c-8656-7fab523bc817,虫,null,chóng,null,虫,pictogram,{},{},{},null,null,null,null,昆虫或虫子，小的爬行生物。,"Insect or worm, small crawling creature.",一个弯曲身体像蛇一样蠕动的生物。,A wriggling snake-like creature with a curved body.,null,0,false,Shuowen Jiezi + HJ corpus,2026-04-18 09:52:59.532415+00,2026-04-18 09:52:59.532415+00,"Insetto o verme, piccola creatura strisciante.",null,2,animals,draft,null,null,null,null,null,"The oracle bone form depicts a snake or worm-like creature with a curved, segmented body. Originally it represented various crawling creatures including snakes, worms, and insects.",Una creatura serpentina che si contorce con il corpo curvo.,6,昆虫,insect,null,null,[],null,null,null,null,null,null,null,null,null,null,false,null
